ID,Inc,Hisp,Ideo,Age,HD1,HD2,HD3,HD4,HR1,HR2,HR3,HR4,PID7,PID3_p,WHITE,HDans,HRans,Gender,GenR,GenD,dkR,dkD
R_vYtPEr9y0ebmG9X,$200K to $250K,Not Hispanic,Liberal,13,liberal,tolerant,young,educated,old,white,conservative,religious,Strong D,Democrat,White,4,4,Female,old|white|conservative|religious,liberal|tolerant|young|educated,0,0
R_2tht7Yz5J977hXj,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,13,poor,progressive,urban,young,rich,white,conservative,old,Lean D,Democrat,White,4,4,Female,rich|white|conservative|old,poor|progressive|urban|young,0,0
R_2zC2DkJV8G6v0SI,$250K to $500K,Not Hispanic,Slightly liberal,14,liberal,just,caring,n/a,white,racist,conservative,n/a,Weak D,Democrat,Non-white,4,4,Female,white|racist|conservative|n/a,liberal|just|caring|n/a,1,1
R_1IiObzAzMRxTNBv,$250K to $500K,Not Hispanic,Liberal,12,liberal,progressive,young,partisan,conservative,partisan,religious,older,Strong D,Democrat,Non-white,4,4,Female,conservative|partisan|religious|older,liberal|progressive|young|partisan,0,0
R_1q3CYwpgqNz3Olu,$200K to $250K,Not Hispanic,Slightly liberal,12,liberal,left,obama,government,right,conservative,fool,stubborn,Strong D,Democrat,Non-white,4,4,Male,right|conservative|fool|stubborn,liberal|left|obama|government,0,0
R_22Xs1nxiIdNFgNK,$250K to $500K,Hispanic,Slightly conservative,13,younger,idealistic,less wealthy,loud,older,christian,cynical,more wealthy,Weak R,Republicans,Non-white,4,4,Female,older|christian|cynical|more wealthy,younger|idealistic|less wealthy|loud,0,0
R_3g58a0kYdYwz0IR,$250K to $500K,Not Hispanic,Slightly liberal,13,liberal,progressive,left,smart,right,conservative,religious,traditional,Weak D,Democrat,Non-white,4,4,Female,right|conservative|religious|traditional,liberal|progressive|left|smart,0,0
R_2aFWlyWQTtQC2nT,$25K to $50K,Not Hispanic,Liberal,12,liberal,idealistic,egalitarian,loyal,white,conservative,male,rich,Strong D,Democrat,White,4,4,Male,white|conservative|male|rich,liberal|idealistic|egalitarian|loyal,0,0
R_3NPdzluDIzZojc0,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_qwmzXS9P5OMUy4h,$250K to $500K,Not Hispanic,Liberal,14,urban,educated,tolerant,privileged,rural,hardworking,middle america,white,Lean D,Democrat,White,4,4,Male,rural|hardworking|middle america|white,urban|educated|tolerant|privileged,0,0
R_1gSkmjwdKk7Ha72,$150K to $200K,Not Hispanic,Slightly conservative,12,poor,herd mentality,influenceable,uneducated,confident,smart,wealthy,well informed,Weak R,Republicans,Non-white,4,4,Male,confident|smart|wealthy|well informed,poor|herd mentality|influenceable|uneducated,0,0
R_5bUxq1okK1zlQeR,$250K to $500K,Hispanic,Liberal,13,liberal,progressive,leftist,activists,conservative,christian,white,rightist,Weak D,Democrat,Non-white,4,4,Male,conservative|christian|white|rightist,liberal|progressive|leftist|activists,0,0
R_1OqOifN0ykyKT8h,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,12,outspoken,argumentative,liberal,,opinionated,conservative,white,male,Weak R,Republicans,White,3,4,Female,opinionated|conservative|white|male,outspoken|argumentative|liberal|,0,0
R_2uCmA4Jvi4Dznx9,$50K to $75K,Not Hispanic,Liberal,13,liberal,nice,diverse,open-minded,old,racist,judgmental,stupid,Strong D,Democrat,Non-white,4,4,Female,old|racist|judgmental|stupid,liberal|nice|diverse|open-minded,0,0
R_3KJf3s53JfNiIBA,$250K to $500K,Hispanic,Moderate/Haven't thought about it,14,liberal,open-minded,welfare,california,conservative,southern,wealthy,close-minded,Lean R,Republicans,White,4,4,Female,conservative|southern|wealthy|close-minded,liberal|open-minded|welfare|california,0,0
R_1Fzfw1DKqn4G7KR,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,15,young,diverse,sensitive,mainstream,conservative,white,social conservative,libertarian,Lean R,Republicans,White,4,4,Male,conservative|white|social conservative|libertarian,young|diverse|sensitive|mainstream,0,0
R_4VjlS3t3FwiDhTD,$75K to $100K,Hispanic,Slightly conservative,13,liberals,young,naive,uninformed,conservative,old,naive,uninformed,Lean R,Republicans,,4,4,Male,conservative|old|naive|uninformed,liberals|young|naive|uninformed,0,0
R_1k0HjvOlxD3rTfK,$200K to $250K,Not Hispanic,Liberal,14,liberal,naive,young,diverse,conservative,white,southern,ignorant,Ind,Independent (excludes leaners),Non-white,4,4,Male,conservative|white|southern|ignorant,liberal|naive|young|diverse,0,0
R_25F5wZymATLBW2s,$100K to $150K,Not Hispanic,Slightly conservative,13,liberal,poc,taxes,equality,conservative,males,white,straight,Lean R,Republicans,Non-white,4,4,Female,conservative|males|white|straight,liberal|poc|taxes|equality,0,0
R_2bTUYMnNPTF69WO,$250K to $500K,Not Hispanic,Liberal,14,liberal,accepting,progressive,youthful,traditional,close-minded,conservative,intransigent,Strong D,Democrat,White,4,4,Male,traditional|close-minded|conservative|intransigent,liberal|accepting|progressive|youthful,0,0
R_33DvYLz0Jvh7AjD,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,16,good,honest,great,trustworthy,greedy,old,careless,cold,Ind,Independent (excludes leaners),Non-white,4,4,Male,greedy|old|careless|cold,good|honest|great|trustworthy,0,0
R_2YytWKepoVeTBgO,$150K to $200K,Not Hispanic,Slightly liberal,12,liberal,strong central government,support global warming,support gun control,conservative,less tax,oppose same sex marriage,oppose global warming,Lean D,Democrat,Non-white,4,4,Male,conservative|less tax|oppose same sex marriage|oppose global warming,liberal|strong central government|support global warming|support gun control,0,0
R_UzhIZSb0RdFlhDj,$250K to $500K,Not Hispanic,Liberal,12,liberal,accepting,diverse,minorities,close-minded,radical,selfish,racist,Strong D,Democrat,Non-white,4,4,Female,close-minded|radical|selfish|racist,liberal|accepting|diverse|minorities,0,0
R_Off9ZZ1kL9UvaoN,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,16,obama,african american,central government,bernie,rich,white,privileged,trump,Weak D,Democrat,Non-white,4,4,Male,rich|white|privileged|trump,obama|african american|central government|bernie,0,0
R_1IhYzHg1R10qW9j,$100K to $150K,Not Hispanic,Liberal,12,racial minority,college educated,middle class,women,rural,rich people,white,male,Strong D,Democrat,Non-white,4,4,Female,rural|rich people|white|male,racial minority|college educated|middle class|women,0,0
R_2ctkb9fxsI2F6u7,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,12,liberal,forward thinking,young,diverse,conservative,pro-life,gun owning,old,Lean D,Democrat,Non-white,4,4,Female,conservative|pro-life|gun owning|old,liberal|forward thinking|young|diverse,0,0
R_AFLFAVeS7f85O1j,$150K to $200K,Not Hispanic,Conservative,14,liberal,progressive,open,group minded,conservative,religious,individual,pragmatic,Strong R,Republicans,White,4,4,Male,conservative|religious|individual|pragmatic,liberal|progressive|open|group minded,0,0
R_2Et8ncg5KA3fLoM,$200K to $250K,Not Hispanic,Conservative,13,cheap,lazy,weak,uneducated,fair,bull headed,hardworking,educated,Strong R,Republicans,White,4,4,Male,fair|bull headed|hardworking|educated,cheap|lazy|weak|uneducated,0,0
R_1JXzLGybjcZx8Mg,$250K to $500K,Not Hispanic,Slightly liberal,14,liberal,lax,equal,equality,conservative,upper class,donald trump,gun rights,Weak D,Democrat,Non-white,4,4,Male,conservative|upper class|donald trump|gun rights,liberal|lax|equal|equality,0,0
R_10MlN2Fd4NNL6YX,$75K to $100K,Hispanic,Moderate/Haven't thought about it,15,liberal,left wing,youth,people of color,conservative,rich,white,right wing,Lean D,Democrat,White,4,4,Female,conservative|rich|white|right wing,liberal|left wing|youth|people of color,0,0
R_2E4XEKqxSFckgtP,$25K to $50K,Not Hispanic,Liberal,15,vocal,liberal,wealthy,poor,stubborn,conservative,white,rich,Weak D,Democrat,White,4,4,Female,stubborn|conservative|white|rich,vocal|liberal|wealthy|poor,0,0
R_3HzcyVjcr14xjI3,$250K to $500K,Not Hispanic,Liberal,14,liberal,educated,northern,urban,conservative,southern,rural,big money,Strong D,Democrat,Non-white,4,4,Female,conservative|southern|rural|big money,liberal|educated|northern|urban,0,0
R_yF0SYytkJ0LsPSx,$150K to $200K,Not Hispanic,Slightly liberal,12,liberal,young,college,city,old,close-minded,traditional,rural,Lean D,Democrat,White,4,4,Female,old|close-minded|traditional|rural,liberal|young|college|city,0,0
R_3dRjh0A0t8xXyh0,$100K to $150K,Not Hispanic,Slightly liberal,13,,left wing,,,right wing,,,,Weak D,Democrat,White,1,1,Female,right wing|||,|left wing||,1,0
R_3sofFGHroPW8aDo,$25K to $50K,,Liberal,13,liberal,open-minded,poc,women,white,old,conservative,fiscal,Strong D,Democrat,Non-white,4,4,Female,white|old|conservative|fiscal,liberal|open-minded|poc|women,0,0
R_1FQvw4qK9VZe6h9,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,15,liberal,young,middle class,empathetic,religious,close-minded,apathetic,inequality,Weak D,Democrat,White,4,4,Male,religious|close-minded|apathetic|inequality,liberal|young|middle class|empathetic,0,0
R_1FPAH5WcMUtskzW,Prefer not to answer,Hispanic,Slightly liberal,13,educated,minority,liberal,poor,uneducated,dumb,white,rich,Lean D,Democrat,White,4,4,Male,uneducated|dumb|white|rich,educated|minority|liberal|poor,0,0
R_1rjekF7oSMoUf6S,-8,Not Hispanic,Moderate/Haven't thought about it,12,leftist,liberal,happy,ebullient,conservative,happy,rightist,ebullient,Ind,Independent (excludes leaners),White,4,4,Male,conservative|happy|rightist|ebullient,leftist|liberal|happy|ebullient,0,0
R_3Pod0xP1ps2CUhG,$250K to $500K,Not Hispanic,Extremely Liberal,15,minority,liberal,educated,progressive,white,uneducated,reactionary,repressive,Lean D,Democrat,White,4,4,Male,white|uneducated|reactionary|repressive,minority|liberal|educated|progressive,0,0
R_6PrppORQ4cu9d4d,Prefer not to answer,Hispanic,Moderate/Haven't thought about it,14,rich,liberal,educated,white,poor,analytical,white,economy oriented,Lean R,Republicans,Non-white,4,4,Female,poor|analytical|white|economy oriented,rich|liberal|educated|white,0,0
R_1kIwqr3if6DDYdL,Less than $15K,Not Hispanic,Slightly liberal,15,uninformed,moral,holier than thou,middle class,self serving,uneducated,wealthy,puritanical,Weak D,Democrat,Non-white,4,4,Male,self serving|uneducated|wealthy|puritanical,uninformed|moral|holier than thou|middle class,0,0
R_a9vpjTFJWU1h6YF,$250K to $500K,Not Hispanic,Conservative,14,liberal,social justice,flighty,self centered,older,stable,stubborn,religious,Strong R,Republicans,White,4,4,Female,older|stable|stubborn|religious,liberal|social justice|flighty|self centered,0,0
R_1FfXEUpwPQns5BP,$200K to $250K,Not Hispanic,Slightly liberal,13,liberal,left,progressive,collective,right,conservative,regressive,free market,Weak D,Democrat,White,4,4,Male,right|conservative|regressive|free market,liberal|left|progressive|collective,0,0
R_6ojBdwzx26kbJuN,$250K to $500K,Not Hispanic,Liberal,13,liberal,leftwing,right,open,conservative,fox news,rightwing,wrong,Strong D,Democrat,White,4,4,Female,conservative|fox news|rightwing|wrong,liberal|leftwing|right|open,0,0
R_2wmd5KvHUZE5YCg,$250K to $500K,Hispanic,Slightly liberal,15,liberal,open-minded,government,young,less government,conservative,older,lower taxes,Weak D,Democrat,White,4,4,Female,less government|conservative|older|lower taxes,liberal|open-minded|government|young,0,0
R_3nwRKFDn35pYzS0,$100K to $150K,Hispanic,Extremely Liberal,15,liberal,american,educated,tolerant,racist,white,american,selfish,Lean D,Democrat,White,4,4,Male,racist|white|american|selfish,liberal|american|educated|tolerant,0,0
R_3saXZIWeT7FpHWN,$250K to $500K,Not Hispanic,Conservative,12,liberal,ignorant,poor,kind,conservative,rich,stingy,southern,Strong R,Republicans,White,4,4,Female,conservative|rich|stingy|southern,liberal|ignorant|poor|kind,0,0
R_3hcjlf862hUMmJk,$250K to $500K,Not Hispanic,Liberal,13,left wing,progressive,liberal,cool,right wing,traditional,conservative,cool,Weak D,Democrat,Non-white,4,4,Male,right wing|traditional|conservative|cool,left wing|progressive|liberal|cool,0,0
R_30iUZgI98aSf6sP,$250K to $500K,Not Hispanic,Slightly liberal,14,blue collar,liberal,open-minded,educated,white,wealthy,southern,conservative,Lean D,Democrat,White,4,4,Male,white|wealthy|southern|conservative,blue collar|liberal|open-minded|educated,0,0
R_2tmVWnStkMDHkcc,$250K to $500K,Not Hispanic,Extremely Liberal,14,liberal,progressive,functional,intelligent,conservative,hawkish,christian,right,Strong D,Democrat,White,4,4,Female,conservative|hawkish|christian|right,liberal|progressive|functional|intelligent,0,0
R_2PgQdrGgJb4rEfo,$250K to $500K,Not Hispanic,Slightly liberal,15,liberal,new york,ethical,rich,southern,conservative,less educated,suburban,Lean D,Democrat,White,4,4,Male,southern|conservative|less educated|suburban,liberal|new york|ethical|rich,0,0
R_1oj0JWum4l78kDm,$250K to $500K,Not Hispanic,Liberal,14,liberal,crazy,hippie,nice,conservative,old,mean,red,Weak D,Democrat,White,4,4,Male,conservative|old|mean|red,liberal|crazy|hippie|nice,0,0
R_2R3owvdGIFk3YDa,$50K to $75K,Hispanic,Slightly liberal,13,liberal,progressive,knowledgeable,cool,conservative,harsh,boring,lame,Strong D,Democrat,White,4,4,Female,conservative|harsh|boring|lame,liberal|progressive|knowledgeable|cool,0,0
R_2sbT0NF3VTzQZfM,$250K to $500K,Hispanic,Liberal,12,young,progressive,diverse,inclusive,racist,southern,white,male,Strong D,Democrat,White,4,4,Female,racist|southern|white|male,young|progressive|diverse|inclusive,0,0
R_33yvQjxSrJYc8fd,$150K to $200K,Not Hispanic,Extremely Liberal,14,liberal,middle class,empathetic,educated,rich,religious,conservative,economically centered,Weak D,Democrat,Non-white,4,4,Female,rich|religious|conservative|economically centered,liberal|middle class|empathetic|educated,0,0
R_31hZKGQkyKMwfEj,Less than $15K,Hispanic,Moderate/Haven't thought about it,13,young,liberal,lower income,ethnic,white,upper class,religious,conservative,Ind,Independent (excludes leaners),White,4,4,Male,white|upper class|religious|conservative,young|liberal|lower income|ethnic,0,0
R_33xtpdEbTPISrcA,$250K to $500K,Not Hispanic,Liberal,13,liberal,open-minded,equal rights,equal opportunity,conservative,resistant to change,limited government,economic prosperity,Strong D,Democrat,White,4,4,Female,conservative|resistant to change|limited government|economic prosperity,liberal|open-minded|equal rights|equal opportunity,0,0
R_1ILrc4mmV48LEZ0,$200K to $250K,Hispanic,Liberal,13,liberal,progressive,socially concerned,open,conservative,war,tax,american pride,Weak D,Democrat,White,4,4,Male,conservative|war|tax|american pride,liberal|progressive|socially concerned|open,0,0
R_1OE3ApzBOtuWO5I,$150K to $200K,Not Hispanic,Liberal,18,progressive,equal rights,tax increase,risky,stubborn,scared,narrow minded,closedminded,Weak D,Democrat,Non-white,4,4,Male,stubborn|scared|narrow minded|closedminded,progressive|equal rights|tax increase|risky,0,0
R_3NIdigkXg52egEq,$200K to $250K,Not Hispanic,Slightly conservative,12,liberal,progressive,minorities,poor,mean,rich,conservative,religious,Ind,Independent (excludes leaners),Non-white,4,4,Female,mean|rich|conservative|religious,liberal|progressive|minorities|poor,0,0
R_2CxDlZI6ne24sRK,$200K to $250K,Not Hispanic,Slightly conservative,13,liberal,progressive,unreasonable,left wing,conservative,right wing,old,free market,Weak R,Republicans,White,4,4,Female,conservative|right wing|old|free market,liberal|progressive|unreasonable|left wing,0,0
R_1pMOJgkwrTozWLV,$250K to $500K,Not Hispanic,Slightly liberal,13,liberal,open-minded,accepting,forward thinking,conservative,close-minded,stubborn,classic,Weak D,Democrat,Non-white,4,4,Female,conservative|close-minded|stubborn|classic,liberal|open-minded|accepting|forward thinking,0,0
R_1K2TggheEodH5vw,-8,,Liberal,,liberal,young,minorities,,guns,white,old,south,Lean D,Democrat,,3,4,Female,guns|white|old|south,liberal|young|minorities|,0,0
R_1di3LyEIdzyQ6Iv,$200K to $250K,Not Hispanic,Slightly conservative,13,liberals,moderates,socialists,patriots,conservatives,moderates,racists,patriots,Weak R,Republicans,Non-white,4,4,Male,conservatives|moderates|racists|patriots,liberals|moderates|socialists|patriots,0,0
R_1d08prD3DHoyf7X,$250K to $500K,Not Hispanic,Conservative,14,liberal,progressive,young,misinformed,conservative,old,white,responsible,Weak R,Republicans,White,4,4,Male,conservative|old|white|responsible,liberal|progressive|young|misinformed,0,0
R_3RgCiredYJhT6QS,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,14,liberal,tolerant,diverse,nice,rich,protective,logical,smart,Weak D,Democrat,Non-white,4,4,Female,rich|protective|logical|smart,liberal|tolerant|diverse|nice,0,0
R_11YgXCUQBOLxNUI,$50K to $75K,Hispanic,Liberal,13,emotional,progressive,equality,poverty,cold,conservative,ideologues,wealthy,Lean D,Democrat,Non-white,4,4,Male,cold|conservative|ideologues|wealthy,emotional|progressive|equality|poverty,0,0
R_3hi2CXGE62ooNgn,-8,Not Hispanic,Slightly conservative,14,liberal,young,hopeful,environment friendly,old,conservative,uneducated,greedy,Weak R,Republicans,White,4,4,Male,old|conservative|uneducated|greedy,liberal|young|hopeful|environment friendly,0,0
R_1q3Wbnr5N8gDwJQ,$200K to $250K,Not Hispanic,Liberal,14,cool,smart,independent,strong,interesting,bigot,fiscal,conservative,Strong D,Democrat,White,4,4,Male,interesting|bigot|fiscal|conservative,cool|smart|independent|strong,0,0
R_1M6ug27pFc53sOm,$75K to $100K,Not Hispanic,Slightly conservative,13,combative,obnoxious,young,idealistic,old,white,rural,hard working,Weak R,Republicans,White,4,4,Male,old|white|rural|hard working,combative|obnoxious|young|idealistic,0,0
R_s7QjE2oFBfa9IyJ,$50K to $75K,Not Hispanic,Extremely Liberal,16,liberal,educated,progressive,young,conservative,traditional,angry,wealthy,Strong D,Democrat,White,4,4,Male,conservative|traditional|angry|wealthy,liberal|educated|progressive|young,0,0
